"gene","pathway"
"TAF2","ORPHA:397951"
"TAF2","OMIM:615599"
"TAF4B","OMIM:615841"
"TAF4B","ORPHA:399805"
"TAF6","OMIM:617126"
"TAF13","OMIM:617432"
"TAF13","ORPHA:2512"
"MAP3K7","OMIM:617137"
"MAP3K7","OMIM:157800"
"MAP3K7","ORPHA:3238"
"MAP3K7","ORPHA:1826"
"TAL1","OMIM:613065"
"TAL1","ORPHA:99861"
"TAL2","OMIM:613065"
"TALDO1","OMIM:606003"
"TALDO1","ORPHA:101028"
"TAP1","OMIM:604571"
"TAP1","ORPHA:34592"
"TAP2","OMIM:604571"
"TAP2","ORPHA:34592"
"TAPBP","OMIM:604571"
"TAPBP","ORPHA:34592"
"TAT","OMIM:276600"
"TAT","ORPHA:28378"
"TBX1","OMIM:192430"
"TBX1","ORPHA:567"
"TBX1","OMIM:187500"
"TBX1","OMIM:217095"
"TBX1","OMIM:188400"
"TBX1","ORPHA:1727"
"CNTN2","OMIM:615400"
"CNTN2","ORPHA:86814"
"TAZ","ORPHA:111"
"TAZ","OMIM:302060"
"TAZ","ORPHA:154"
"TBCD","OMIM:617193"
"TBCE","OMIM:244460"
"TBCE","OMIM:617207"
"TBCE","ORPHA:93324"
"TBCE","OMIM:241410"
"TBCE","ORPHA:2323"
"TBP","OMIM:607136"
"TBP","ORPHA:98759"
"TBX5","OMIM:142900"
"TBX5","ORPHA:392"
"TBX6","ORPHA:1797"
"TBX6","OMIM:122600"
"TBX15","OMIM:260660"
"TBX15","ORPHA:93333"
"TBXAS1","OMIM:231095"
"TBXAS1","ORPHA:1802"
"TBXAS1","OMIM:614158"
"TCF4","ORPHA:171"
"TCF4","OMIM:613267"
"TCF4","ORPHA:178469"
"TCF4","ORPHA:2896"
"TCF4","ORPHA:98974"
"TCF4","OMIM:610954"
"TBX3","ORPHA:3138"
"TBX3","OMIM:181450"
"HNF1A","OMIM:612520"
"HNF1A","ORPHA:319303"
"HNF1A","OMIM:144700"
"HNF1A","ORPHA:324575"
"HNF1A","OMIM:600496"
"HNF1A","ORPHA:552"
"HNF1A","OMIM:142330"
"HNF1A","ORPHA:404511"
"HNF1B","OMIM:125853"
"HNF1B","ORPHA:1331"
"HNF1B","ORPHA:97364"
"HNF1B","ORPHA:93111"
"HNF1B","ORPHA:97363"
"HNF1B","OMIM:137920"
"HNF1B","ORPHA:34528"
"HNF1B","ORPHA:261265"
"TCF3","OMIM:616941"
"TCF3","ORPHA:99860"
"TCF3","ORPHA:33110"
"ZEB1","OMIM:613270"
"ZEB1","ORPHA:98974"
"ZEB1","OMIM:609141"
"ZEB1","ORPHA:98973"
"TCF12","OMIM:615314"
"TCF12","ORPHA:209916"
"TCF12","ORPHA:35098"
"TCF12","ORPHA:35099"
"MLX","ORPHA:3287"
"TCN2","OMIM:275350"
"TCN2","ORPHA:859"
"TCOF1","OMIM:154500"
"TCOF1","ORPHA:861"
"TEAD1","ORPHA:86813"
"TEAD1","OMIM:108985"
"TECTA","OMIM:603629"
"TECTA","ORPHA:90636"
"TECTA","ORPHA:90635"
"TECTA","OMIM:601543"
"TEK","OMIM:600975"
"TEK","ORPHA:2451"
"TEK","ORPHA:1059"
"TEK","OMIM:617272"
"TEK","ORPHA:98976"
"TEK","OMIM:600195"
"TERC","ORPHA:1775"
"TERC","ORPHA:88"
"TERC","OMIM:127550"
"TERC","ORPHA:2032"
"TERT","ORPHA:618"
"TERT","ORPHA:1775"
"TERT","ORPHA:88"
"TERT","ORPHA:457246"
"TERT","OMIM:127550"
"TERT","ORPHA:3322"
"TERT","ORPHA:2032"
"TERT","OMIM:178500"
"TERT","OMIM:609135"
"TF","ORPHA:1195"
"TF","OMIM:209300"
"TFAM","OMIM:617156"
"TFAP2A","ORPHA:1297"
"TFAP2A","OMIM:113620"
"TFAP2B","OMIM:169100"
"TFAP2B","ORPHA:466729"
"TFAP2B","ORPHA:46627"
"TFAP2B","OMIM:617035"
"NR2F1","OMIM:615722"
"NR2F1","ORPHA:401777"
"NR2F2","ORPHA:1330"
"NR2F2","OMIM:615779"
"NR2F2","ORPHA:99068"
"NR2F2","ORPHA:99066"
"NR2F2","ORPHA:99067"
"TFE3","OMIM:300854"
"TFE3","ORPHA:163699"
"TFE3","ORPHA:157791"
"TFE3","ORPHA:319308"
"TFR2","ORPHA:225123"
"TFR2","OMIM:604250"
"TFRC","OMIM:616740"
"TFRC","ORPHA:476113"
"TG","ORPHA:95716"
"TG","OMIM:274700"
"TGFA","ORPHA:99798"
"TGFB1","OMIM:131300"
"TGFB1","ORPHA:1328"
"TGFB1","ORPHA:586"
"TGFB2","ORPHA:91387"
"TGFB2","OMIM:614816"
"TGFB3","ORPHA:293899"
"TGFB3","ORPHA:91387"
"TGFB3","ORPHA:293888"
"TGFB3","OMIM:615582"
"TGFB3","OMIM:107970"
"TGFB3","ORPHA:293910"
"TGFBI","OMIM:602082"
"TGFBI","ORPHA:98960"
"TGFBI","OMIM:121900"
"TGFBI","OMIM:607541"
"TGFBI","OMIM:608470"
"TGFBI","ORPHA:98964"
"TGFBI","OMIM:608471"
"TGFBI","ORPHA:98963"
"TGFBI","OMIM:122200"
"TGFBI","ORPHA:98962"
"TGFBI","ORPHA:98961"
"TGFBI","OMIM:121820"
"TGFBI","ORPHA:98956"
"TGFBR1","ORPHA:91387"
"TGFBR1","ORPHA:60030"
"TGFBR1","ORPHA:65748"
"TGFBR2","OMIM:133239"
"TGFBR2","ORPHA:91387"
"TGFBR2","ORPHA:99977"
"TGFBR2","ORPHA:60030"
"TGFBR2","ORPHA:284973"
"TGFBR2","OMIM:610168"
"TGFBR2","OMIM:614331"
"TGFBR2","ORPHA:144"
"TGFBR3","ORPHA:231160"
"TGIF1","ORPHA:93925"
"TGIF1","ORPHA:93924"
"TGIF1","ORPHA:280195"
"TGIF1","ORPHA:220386"
"TGIF1","OMIM:142946"
"TGIF1","ORPHA:93926"
"TGIF1","ORPHA:280200"
"TGM1","ORPHA:100976"
"TGM1","ORPHA:313"
"TGM1","ORPHA:79394"
"TGM1","ORPHA:281122"
"TGM1","ORPHA:281127"
"TGM1","OMIM:242300"
"TGM3","OMIM:617251"
"TGM3","ORPHA:1410"
"TH","OMIM:605407"
"TH","ORPHA:101150"
"THBD","ORPHA:217023"
"THBD","OMIM:614486"
"THBD","ORPHA:436169"
"TCHH","OMIM:617252"
"THPO","ORPHA:329319"
"THPO","OMIM:187950"
"THPO","ORPHA:397692"
"THPO","ORPHA:71493"
"THRA","ORPHA:97927"
"THRA","OMIM:614450"
"THRB","ORPHA:97927"
"THRB","ORPHA:3221"
"THRB","OMIM:188570"
"THRB","ORPHA:165994"
"THRB","OMIM:274300"
"THRB","OMIM:145650"
"TIA1","ORPHA:603"
"TIA1","OMIM:604454"
"TIMP3","ORPHA:59181"
"TIMP3","OMIM:136900"
"NKX2-1","OMIM:610978"
"NKX2-1","ORPHA:209905"
"NKX2-1","ORPHA:146"
"NKX2-1","OMIM:118700"
"NKX2-1","ORPHA:95713"
"NKX2-1","ORPHA:1429"
"TK2","OMIM:609560"
"TK2","OMIM:617069"
"TK2","ORPHA:254886"
"TK2","ORPHA:254875"
"TKT","ORPHA:488618"
"TKT","OMIM:617044"
"TLL1","ORPHA:99106"
"TLL1","OMIM:613087"
"TLL1","ORPHA:99103"
"TLR4","ORPHA:117"
"TSPAN7","ORPHA:777"
"TSPAN7","OMIM:300210"
"TMPO","ORPHA:154"
"TMPO","OMIM:613740"
"TNFAIP3","OMIM:616744"
"TNFAIP3","ORPHA:476102"
"TNFRSF1A","ORPHA:329967"
"TNFRSF1A","ORPHA:32960"
"TNFRSF1A","OMIM:142680"
"TNFRSF1B","ORPHA:3162"
"TNFRSF1B","ORPHA:2584"
"TNNC1","OMIM:611879"
"TNNC1","OMIM:613243"
"TNNC1","ORPHA:154"
"TNNI2","OMIM:601680"
"TNNI2","ORPHA:1147"
"TNNI2","ORPHA:1146"
"TNNI3","OMIM:115210"
"TNNI3","OMIM:611880"
"TNNI3","ORPHA:75249"
"TNNI3","OMIM:613286"
"TNNI3","OMIM:613690"
"TNNI3","ORPHA:154"
"TNNT1","OMIM:605355"
"TNNT1","ORPHA:98902"
"TNNT2","ORPHA:75249"
"TNNT2","ORPHA:54260"
"TNNT2","OMIM:601494"
"TNNT2","ORPHA:154"
"TNNT2","OMIM:115195"
"TNNT2","OMIM:612422"
"TNNT3","OMIM:601680"
"TNNT3","ORPHA:1147"
"TNNT3","ORPHA:1146"
"TNXB","OMIM:606408"
"TNXB","ORPHA:230839"
"TNXB","ORPHA:289365"
"TNXB","OMIM:615963"
"TNXB","ORPHA:285"
"TOP2A","ORPHA:635"
"TP53","ORPHA:668"
"TP53","OMIM:151623"
"TP53","ORPHA:67038"
"TP53","OMIM:607107"
"TP53","ORPHA:145"
"TP53","ORPHA:2807"
"TP53","OMIM:202300"
"TP53","ORPHA:210159"
"TP53","ORPHA:1501"
"TP53","OMIM:260500"
"TP53","OMIM:114500"
"TP53","ORPHA:251576"
"TP53","OMIM:114480"
"TP53","OMIM:114550"
"TP53","ORPHA:251899"
"TP53","ORPHA:99860"
"TP53","ORPHA:70573"
"TP53","OMIM:260350"
"TP53","ORPHA:251579"
"TP53","OMIM:259500"
"TP53","ORPHA:3318"
"TP53","ORPHA:524"
"TP53","ORPHA:1333"
"TPI1","OMIM:615512"
"TPI1","ORPHA:868"
"TPM1","ORPHA:54260"
"TPM1","OMIM:115196"
"TPM1","OMIM:611878"
"TPM1","ORPHA:154"
"TPM2","OMIM:609285"
"TPM2","ORPHA:2020"
"TPM2","OMIM:601680"
"TPM2","ORPHA:1147"
"TPM2","OMIM:108120"
"TPM2","ORPHA:1146"
"TPM2","OMIM:255310"
"TPM2","ORPHA:171436"
"TPM2","ORPHA:171881"
"TPM2","ORPHA:171439"
"TPM3","ORPHA:2020"
"TPM3","ORPHA:178342"
"TPM3","ORPHA:171433"
"TPM3","ORPHA:476406"
"TPM3","OMIM:609284"
"TPM3","OMIM:255310"
"TPM3","ORPHA:171881"
"TPM3","ORPHA:171439"
"TPO","OMIM:274500"
"TPO","ORPHA:95716"
"TPP2","ORPHA:444463"
"TRAF6","ORPHA:1810"
"TRH","ORPHA:238670"
"TRH","OMIM:275120"
"TRHR","ORPHA:99832"
"TRIO","OMIM:617061"
"TRIO","ORPHA:476126"
"TRPC3","ORPHA:458798"
"TRPC3","OMIM:616410"
"TRPC6","OMIM:603965"
"TRPC6","ORPHA:93213"
"TRPS1","OMIM:190350"
"TRPS1","ORPHA:502"
"TRPS1","OMIM:190351"
"TRPS1","ORPHA:77258"
"TSC1","ORPHA:805"
"TSC1","OMIM:191100"
"TSC1","OMIM:607341"
"TSC1","ORPHA:269008"
"TSC1","ORPHA:538"
"TSC1","ORPHA:210159"
"TSC1","OMIM:606690"
"TSC2","ORPHA:805"
"TSC2","ORPHA:88924"
"TSC2","OMIM:607341"
"TSC2","ORPHA:269008"
"TSC2","ORPHA:538"
"TSC2","OMIM:613254"
"TSC2","ORPHA:210159"
"TSC2","ORPHA:269001"
"TSC2","OMIM:606690"
"TSG101","OMIM:114480"
"TSHB","ORPHA:90674"
"TSHB","OMIM:275100"
"TSHR","ORPHA:90673"
"TSHR","ORPHA:99819"
"TSHR","ORPHA:95720"
"TSHR","OMIM:609152"
"TSHR","OMIM:603373"
"TSHR","ORPHA:95713"
"TSHR","ORPHA:424"
"TSHR","OMIM:275200"
"TSPY1","ORPHA:1646"
"TSPYL1","ORPHA:168593"
"TSPYL1","OMIM:608800"
"TTN","ORPHA:293899"
"TTN","OMIM:613765"
"TTN","ORPHA:293888"
"TTN","OMIM:603689"
"TTN","ORPHA:324604"
"TTN","ORPHA:609"
"TTN","ORPHA:289377"
"TTN","ORPHA:466921"
"TTN","OMIM:608807"
"TTN","OMIM:604145"
"TTN","OMIM:611705"
"TTN","ORPHA:293910"
"TTN","ORPHA:178464"
"TTN","ORPHA:140922"
"TTN","ORPHA:154"
"TTN","ORPHA:169186"
"TTN","OMIM:600334"
"TTPA","ORPHA:96"
"TTPA","OMIM:277460"
"TUB","OMIM:616188"
"TUB","ORPHA:791"
"TTR","ORPHA:85451"
"TTR","OMIM:105210"
"TTR","ORPHA:85447"
"TTR","OMIM:115430"
"TUBA4A","OMIM:616208"
"TUBB2A","OMIM:615763"
"TUBG1","OMIM:615412"
"TUFM","OMIM:610678"
"TUFM","ORPHA:254925"
"TULP1","ORPHA:65"
"TULP1","ORPHA:791"
"TULP1","OMIM:600132"
"TULP1","OMIM:613843"
"HIRA","ORPHA:567"
"TWIST1","ORPHA:794"
"TWIST1","OMIM:101400"
"TWIST1","ORPHA:35098"
"TWIST1","ORPHA:35093"
"TWIST1","OMIM:123100"
"TWIST1","ORPHA:35099"
"TWIST1","OMIM:180750"
"TWIST1","OMIM:617746"
"TNFSF4","ORPHA:2073"
"TNFRSF4","ORPHA:431149"
"TNFRSF4","OMIM:615593"
"TYK2","ORPHA:300865"
"TYK2","ORPHA:331226"
"TYK2","ORPHA:98842"
"TYK2","ORPHA:85408"
"TYK2","ORPHA:85410"
"TYK2","OMIM:611521"
"TYR","ORPHA:352734"
"TYR","ORPHA:79431"
"TYR","OMIM:606952"
"TYR","ORPHA:79434"
"TYR","ORPHA:352740"
"TYR","OMIM:103470"
"TYR","ORPHA:352737"
"TYR","OMIM:203100"
"TYROBP","OMIM:221770"
"TYROBP","ORPHA:2770"
"TYRP1","ORPHA:79433"
"TYRP1","OMIM:203290"
"UBB","ORPHA:99771"
"UBB","ORPHA:99772"
"UBB","OMIM:119540"
"UBB","ORPHA:155878"
"UBB","ORPHA:101023"
"UBA1","ORPHA:1145"
"UBA1","OMIM:301830"
"UBE2A","OMIM:300860"
"UBE2A","ORPHA:163956"
"UBE3A","ORPHA:411515"
"UBE3A","ORPHA:98795"
"UBE3A","ORPHA:238446"
"UBE3A","OMIM:105830"
"UBE3A","ORPHA:411511"
"UBE3A","ORPHA:98794"
"SUMO1","OMIM:613705"
"SUMO1","ORPHA:99798"
"UCHL1","ORPHA:2828"
"UCHL1","OMIM:615491"
"UCHL1","ORPHA:352654"
"UCP2","ORPHA:276556"
"UFD1","ORPHA:567"
"SLC35A2","OMIM:300896"
"SLC35A2","ORPHA:356961"
"UMOD","OMIM:162000"
"UMOD","OMIM:603860"
"UMOD","ORPHA:209886"
"UMOD","ORPHA:88950"
"UMOD","OMIM:609886"
"UMPS","ORPHA:30"
"UMPS","OMIM:258900"
"COL14A1","ORPHA:79501"
"UNG","ORPHA:101092"
"UNG","OMIM:608106"
"UQCRB","OMIM:615158"
"UQCRB","ORPHA:1460"
"UQCRC2","ORPHA:1460"
"UQCRC2","OMIM:615160"
"UROD","OMIM:176100"
"UROD","ORPHA:95159"
"UROD","ORPHA:443062"
"UROS","ORPHA:79277"
"UROS","OMIM:263700"
"USH2A","ORPHA:791"
"USH2A","OMIM:613809"
"USH2A","OMIM:276901"
"USH2A","ORPHA:231178"
"CLRN1","OMIM:276902"
"CLRN1","OMIM:614180"
"CLRN1","ORPHA:791"
"CLRN1","OMIM:268000"
"CLRN1","ORPHA:231183"
"KDM6A","OMIM:147920"
"KDM6A","OMIM:300867"
"KDM6A","ORPHA:2322"
"VCL","OMIM:611407"
"VCL","ORPHA:154"
"VCL","OMIM:613255"
"VCP","ORPHA:100070"
"VCP","ORPHA:435387"
"VCP","ORPHA:52430"
"VCP","ORPHA:275872"
"VCP","ORPHA:329478"
"VCP","OMIM:616687"
"VCP","OMIM:613954"
"VCP","ORPHA:803"
"VCP","ORPHA:329475"
"VCP","OMIM:167320"
"VCP","ORPHA:275864"
"VDR","OMIM:166710"
"VDR","OMIM:277440"
"VDR","ORPHA:93160"
"VEGFC","ORPHA:79452"
"VEGFC","OMIM:615907"
"VHL","OMIM:171300"
"VHL","ORPHA:276624"
"VHL","OMIM:144700"
"VHL","OMIM:263400"
"VHL","OMIM:193300"
"VHL","ORPHA:238557"
"VHL","ORPHA:29072"
"VHL","ORPHA:892"
"VIM","OMIM:116300"
"VIM","ORPHA:98984"
"VLDLR","ORPHA:1766"
"VLDLR","OMIM:224050"
"BEST1","ORPHA:99000"
"BEST1","OMIM:193220"
"BEST1","OMIM:611809"
"BEST1","ORPHA:1243"
"BEST1","OMIM:153700"
"BEST1","ORPHA:791"
"BEST1","ORPHA:3086"
"BEST1","OMIM:613194"
"BEST1","ORPHA:139455"
"BEST1","ORPHA:263347"
"VRK1","ORPHA:2254"
"VRK1","ORPHA:423894"
"VRK1","OMIM:607596"
"VWF","ORPHA:166093"
"VWF","ORPHA:166078"
"VWF","ORPHA:166087"
"VWF","OMIM:277480"
"VWF","ORPHA:166096"
"VWF","ORPHA:166084"
"VWF","ORPHA:166090"
"VWF","OMIM:193400"
"VWF","OMIM:613554"
"WAS","OMIM:300299"
"WAS","ORPHA:906"
"WAS","ORPHA:86788"
"WAS","ORPHA:852"
"WAS","OMIM:313900"
"WIPF1","ORPHA:906"
"WIPF1","OMIM:614493"
"CLIP2","ORPHA:904"
"WFS1","OMIM:222300"
"WFS1","ORPHA:90635"
"WFS1","ORPHA:98991"
"WFS1","OMIM:116400"
"WFS1","ORPHA:3463"
"WFS1","ORPHA:411590"
"WFS1","OMIM:600965"
"WFS1","OMIM:614296"
"NSD2","OMIM:194190"
"NSD2","ORPHA:280"
"NELFA","ORPHA:280"
"WNT1","ORPHA:216820"
"WNT1","OMIM:615220"
"WNT1","ORPHA:85193"
"WNT1","ORPHA:216812"
"WNT3","ORPHA:3301"
"WNT3","OMIM:273395"
"WNT5A","ORPHA:3107"
"WNT5A","OMIM:180700"
"WNT7A","OMIM:228930"
"WNT7A","ORPHA:2854"
"WNT7A","ORPHA:2879"
"WNT7A","OMIM:276820"
"WNT10B","OMIM:225300"
"WNT10B","ORPHA:2440"
"WNT10B","ORPHA:99798"
"WNT10B","OMIM:617073"
"WRN","ORPHA:902"
"WRN","OMIM:277700"
"WT1","OMIM:136680"
"WT1","OMIM:194070"
"WT1","ORPHA:93220"
"WT1","ORPHA:3097"
"WT1","ORPHA:251510"
"WT1","OMIM:106210"
"WT1","OMIM:194072"
"WT1","ORPHA:93217"
"WT1","ORPHA:654"
"WT1","OMIM:256370"
"WT1","ORPHA:83469"
"WT1","OMIM:608978"
"WT1","ORPHA:93213"
"WT1","OMIM:156240"
"WT1","ORPHA:893"
"WT1","OMIM:194080"
"WT1","ORPHA:242"
"WT1","ORPHA:220"
"WT1","ORPHA:347"
"XDH","OMIM:278300"
"XDH","ORPHA:93601"
"XIST","OMIM:300087"
"XK","ORPHA:59306"
"XK","OMIM:300842"
"XPA","ORPHA:910"
"XPA","OMIM:278700"
"XPC","ORPHA:910"
"XPC","OMIM:278720"
"XRCC2","ORPHA:227535"
"XRCC2","ORPHA:84"
"XRCC2","OMIM:617247"
"XRCC4","OMIM:616541"
"XRCC4","ORPHA:436182"
"XRCC4","ORPHA:99812"
"YWHAE","ORPHA:457246"
"YWHAE","ORPHA:531"
"YWHAE","ORPHA:217385"
"YWHAE","ORPHA:213711"
"YWHAE","ORPHA:261257"
"ZAP70","OMIM:617006"
"ZAP70","ORPHA:911"
"ZAP70","OMIM:269840"
"ZIC1","ORPHA:269212"
"ZIC1","ORPHA:35098"
"ZIC1","ORPHA:63440"
"ZIC1","ORPHA:269215"
"ZIC1","OMIM:616602"
"ZIC1","ORPHA:35099"
"ZIC2","ORPHA:93925"
"ZIC2","ORPHA:93924"
"ZIC2","OMIM:609637"
"ZIC2","ORPHA:280195"
"ZIC2","ORPHA:220386"
"ZIC2","ORPHA:93926"
"ZIC2","ORPHA:280200"
"ZIC3","OMIM:314390"
"ZIC3","OMIM:306955"
"ZIC3","ORPHA:157769"
"ZIC3","ORPHA:216718"
"ZNF711","ORPHA:777"
"ZNF711","OMIM:300803"
"CNBP","ORPHA:606"
"CNBP","OMIM:602668"
"ZNF41","ORPHA:777"
"MKRN3","ORPHA:169615"
"MKRN3","OMIM:176270"
"MKRN3","OMIM:615346"
"ZNF141","OMIM:615226"
"ZNF141","ORPHA:93334"
"ZBTB16","ORPHA:520"
"ZBTB16","OMIM:612447"
"ZNF148","OMIM:617260"
"RNF113A","OMIM:300953"
"RNF113A","ORPHA:33364"
"SLC30A2","OMIM:608118"
"BSND","ORPHA:89938"
"BSND","ORPHA:90636"
"BSND","OMIM:602522"
"NPHS2","OMIM:600995"
"NPHS2","ORPHA:93213"
"NPHS2","ORPHA:93216"
"NPHS2","ORPHA:93218"
"NPHS2","ORPHA:93221"
"PXDN","OMIM:269400"
"PXDN","ORPHA:289499"
"ALMS1","OMIM:203800"
"ALMS1","ORPHA:64"
"MOGS","OMIM:606056"
"MOGS","ORPHA:79330"
"TUBA1A","OMIM:611603"
"TUBA1A","ORPHA:467166"
"TUBA1A","ORPHA:171680"
"PAX8","ORPHA:146"
"PAX8","ORPHA:95720"
"PAX8","ORPHA:95712"
"PAX8","ORPHA:95713"
"PAX8","OMIM:218700"
"CXCR4","ORPHA:51636"
"CXCR4","OMIM:193670"
"BRPF1","OMIM:617333"
"MAPKAPK3","OMIM:617111"
"MAPKAPK3","ORPHA:466718"
"RAB7A","ORPHA:99936"
"RAB7A","OMIM:600882"
"ALDH5A1","ORPHA:22"
"ALDH5A1","OMIM:271980"
"PLA2G7","OMIM:614278"
"EPM2A","OMIM:254780"
"EPM2A","ORPHA:501"
"SEM1","ORPHA:2440"
"TUSC3","OMIM:611093"
"TUSC3","ORPHA:88616"
"KAT6A","OMIM:616268"
"KAT6A","ORPHA:457193"
"KAT6A","ORPHA:370026"
"NR4A3","ORPHA:209916"
"NR4A3","OMIM:612237"
"NUP214","ORPHA:402014"
"NUP214","OMIM:613065"
"LHX3","OMIM:221750"
"LHX3","ORPHA:231720"
"LHX3","ORPHA:226307"
"CUBN","ORPHA:35858"
"CUBN","OMIM:261100"
"SHOC2","ORPHA:2701"
"SHOC2","OMIM:607721"
"CSRP3","OMIM:612124"
"CSRP3","ORPHA:154"
"CSRP3","OMIM:607482"
"PDHX","ORPHA:255182"
"PDHX","OMIM:245349"
"FGF23","ORPHA:306661"
"FGF23","OMIM:193100"
"FGF23","ORPHA:89937"
"MFAP5","ORPHA:91387"
"MFAP5","OMIM:616166"
"KMT2D","OMIM:147920"
"KMT2D","ORPHA:2322"
"AAAS","OMIM:231550"
"AAAS","ORPHA:869"
"HMGA2","OMIM:150699"
"HMGA2","ORPHA:99970"
"HMGA2","ORPHA:454821"
"HMGA2","ORPHA:94063"
"HMGA2","ORPHA:99971"
"ALX1","ORPHA:306542"
"ALX1","OMIM:613456"
"PABPN1","ORPHA:270"
"PABPN1","OMIM:164300"
"GPR68","OMIM:617217"
"GPR68","ORPHA:100033"
"AP3B2","OMIM:617276"
"AP3B2","ORPHA:442835"
"NPRL3","ORPHA:98820"
"NPRL3","OMIM:617118"
"GAN","OMIM:256850"
"GAN","ORPHA:643"
"TAF15","ORPHA:209916"
"TAF15","OMIM:612237"
"TAF15","ORPHA:803"
"CLPP","ORPHA:2855"
"CLPP","OMIM:614129"
"MKKS","OMIM:605231"
"MKKS","OMIM:236700"
"MKKS","ORPHA:2473"
"MKKS","OMIM:209900"
"MKKS","ORPHA:110"
"GDF5","ORPHA:93388"
"GDF5","ORPHA:63442"
"GDF5","OMIM:201250"
"GDF5","OMIM:113100"
"GDF5","ORPHA:3237"
"GDF5","OMIM:228900"
"GDF5","ORPHA:93384"
"GDF5","ORPHA:93396"
"GDF5","ORPHA:968"
"GDF5","ORPHA:3250"
"GDF5","ORPHA:2098"
"GDF5","OMIM:615298"
"GDF5","ORPHA:2639"
"GDF5","OMIM:112600"
"GDF5","OMIM:615072"
"GDF5","OMIM:200700"
"GDF5","OMIM:610017"
"DGCR6","OMIM:192430"
"LZTR1","ORPHA:251576"
"LZTR1","ORPHA:93921"
"LZTR1","ORPHA:251579"
"LZTR1","OMIM:616564"
"LZTR1","ORPHA:648"
"ESS2","OMIM:192430"
"USP9X","ORPHA:777"
"USP9X","ORPHA:480880"
"USP9X","OMIM:300968"
"USP9X","OMIM:300919"
"RBM10","OMIM:311900"
"RBM10","ORPHA:2886"
"KDM5C","ORPHA:85279"
"KDM5C","OMIM:300534"
"SMC1A","ORPHA:319182"
"SMC1A","OMIM:300590"
"SMC1A","ORPHA:199"
"NAA10","ORPHA:568"
"NAA10","OMIM:300855"
"NAA10","ORPHA:276432"
"NAA10","OMIM:309800"
"LAGE3","OMIM:301006"
"LAGE3","ORPHA:2065"
"KDM5D","OMIM:415000"
"USP9Y","OMIM:415000"
"USP9Y","ORPHA:1646"
"ARID1A","OMIM:614607"
"ARID1A","ORPHA:1465"
"DYSF","ORPHA:45448"
"DYSF","ORPHA:178400"
"DYSF","ORPHA:199329"
"DYSF","OMIM:254130"
"DYSF","OMIM:606768"
"DYSF","OMIM:253601"
"DYSF","ORPHA:268"
"COLQ","ORPHA:98915"
"COLQ","OMIM:603034"
"KLRC4","ORPHA:117"
"ACOX2","OMIM:617308"
"AXIN1","OMIM:114550"
"AXIN1","OMIM:607864"
"AXIN1","ORPHA:210159"
"AXIN2","OMIM:114500"
"AXIN2","ORPHA:99798"
"AXIN2","OMIM:608615"
"AXIN2","ORPHA:300576"
"AXIN2","ORPHA:401911"
"BAP1","ORPHA:618"
"BAP1","ORPHA:39044"
"BAP1","OMIM:614327"
"BAP1","ORPHA:289539"
"CDC45","ORPHA:2554"
"CDC45","OMIM:617063"
"FZD4","OMIM:133780"
"FZD4","ORPHA:91495"
"FZD4","ORPHA:891"
"FZD4","ORPHA:90050"
"FZD6","OMIM:614157"
"FZD6","ORPHA:280654"
"GFI1B","ORPHA:721"
"GFI1B","ORPHA:734"
"GFI1B","OMIM:187900"
"MAD1L1","OMIM:176807"
"PLA2G6","ORPHA:199351"
"PLA2G6","OMIM:612953"
"PLA2G6","OMIM:610217"
"PLA2G6","OMIM:256600"
"PLA2G6","ORPHA:35069"
"BFSP2","ORPHA:441452"
"BFSP2","ORPHA:98985"
"BFSP2","OMIM:611597"
"BFSP2","ORPHA:98984"
"LTBP4","ORPHA:221145"
"LTBP4","OMIM:613177"
"LTBP4","ORPHA:98896"
"NR0B2","OMIM:601665"
"RAD54L","OMIM:605027"
"RAD54L","ORPHA:227535"
"GNPAT","OMIM:222765"
"GNPAT","ORPHA:309796"
"CUL4B","OMIM:300354"
"CUL4B","ORPHA:85293"
"CUL3","ORPHA:300530"
"CUL3","OMIM:614496"
"FOXN1","OMIM:601705"
"FOXN1","ORPHA:169095"
"KLF11","OMIM:610508"
"KLF11","ORPHA:552"
"OFD1","OMIM:311200"
"OFD1","OMIM:300209"
"OFD1","OMIM:300424"
"OFD1","OMIM:300804"
"OFD1","ORPHA:2754"
"OFD1","ORPHA:244"
"OFD1","ORPHA:791"
"OFD1","ORPHA:2750"
"OFD1","ORPHA:83648"
"PRSS12","OMIM:249500"
"PRSS12","ORPHA:88616"
"PPM1D","ORPHA:227535"
"PPM1D","OMIM:114480"
"PPM1D","OMIM:617450"
"PEX3","ORPHA:772"
"PEX3","ORPHA:44"
"PEX3","OMIM:617370"
"PEX3","OMIM:614882"
"PEX3","ORPHA:912"
"CNTNAP1","ORPHA:2680"
"CNTNAP1","OMIM:616286"
"KCNAB2","ORPHA:1606"
"ITGA8","OMIM:191830"
"ITGA8","ORPHA:1848"
"IKBKG","OMIM:300584"
"IKBKG","ORPHA:69088"
"IKBKG","OMIM:300640"
"IKBKG","ORPHA:464"
"IKBKG","ORPHA:98813"
"IKBKG","OMIM:300291"
"IKBKG","ORPHA:319612"
"IKBKG","OMIM:300301"
"IKBKG","OMIM:300636"
"IKBKG","OMIM:308300"
"ELP1","ORPHA:1764"
"ELP1","OMIM:223900"
"DGKE","ORPHA:329903"
"DGKE","OMIM:615008"
